iter	Passed	Remaining
387	1265	3625
388	1268	3622
389	1271	3617
390	1274	3614
391	1277	3609
392	1279	3605
393	1283	3601
394	1286	3597
395	1289	3594
396	1292	3590
397	1295	3586
398	1298	3582
399	1301	3578
400	1304	3575
401	1307	3571
402	1310	3567
403	1313	3563
404	1316	3559
405	1319	3555
406	1322	3551
407	1325	3548
408	1328	3545
409	1332	3541
410	1335	3537
411	1338	3534
412	1341	3530
413	1344	3527
414	1347	3523
415	1351	3520
416	1354	3517
417	1357	3513
418	1360	3509
419	1363	3505
420	1366	3502
421	1369	3498
422	1372	3495
423	1375	3491
424	1379	3489
425	1382	3485
426	1385	3480
427	1388	3476
428	1391	3473
429	1394	3469
430	1397	3465
431	1400	3461
432	1403	3457
433	1405	3453
434	1409	3449
435	1411	3445
436	1414	3440
437	1417	3436
438	1419	3431
439	1422	3427
440	1425	3423
441	1428	3418
442	1430	3414
443	1434	3410
444	1436	3406
445	1440	3403
446	1442	3399
447	1445	3394
448	1448	3390
449	1451	3387
450	1454	3383
451	1457	3379
452	1460	3376
453	1463	3372
454	1467	3370
455	1471	3367
456	1474	3365
457	1477	3361
458	1480	3358
459	1484	3355
460	1488	3353
461	1492	3352
462	1496	3351
463	1500	3349
464	1503	3347
465	1507	3344
466	1510	3342
467	1515	3340
468	1518	3338
469	1521	3334
470	1525	3333
471	1529	3330
472	1532	3328
473	1536	3324
474	1539	3322
475	1543	3320
476	1547	3319
477	1550	3316
478	1554	3314
479	1559	3313
480	1563	3312
481	1567	3310
482	1571	3308
483	1574	3306
484	1579	3304
485	1582	3302
486	1586	3300
487	1590	3298
488	1595	3298
489	1598	3295
490	1602	3293
491	1606	3290
492	1609	3287
493	1612	3284
494	1616	3281
495	1620	3279
496	1623	3276
497	1628	3276
498	1632	3274
499	1635	3271
500	1639	3268
501	1643	3266
502	1646	3263
503	1650	3260
504	1653	3257
505	1657	3255
506	1660	3253
507	1663	3249
508	1667	3245
509	1670	3242
510	1673	3239
511	1677	3236
512	1680	3234
513	1684	3230
514	1687	3227
515	1690	3224
516	1694	3220
517	1697	3217
518	1700	3213
519	1703	3209
520	1706	3206
521	1709	3203
522	1712	3199
523	1716	3196
524	1719	3193
525	1722	3189
526	1726	3186
527	1729	3183
528	1732	3180
529	1735	3176
530	1738	3172
531	1741	3168
532	1744	3164
533	1747	3161
534	1750	3157
535	1753	3153
536	1757	3151
537	1760	3148
538	1763	3144
539	1766	3140
540	1769	3136
541	1773	3134
542	1777	3132
543	1781	3130
544	1786	3130
545	1792	3131
546	1797	3130
547	1801	3130
548	1806	3128
549	1811	3128
550	1814	3125
551	1818	3123
552	1822	3120
553	1825	3116
554	1828	3113
555	1831	3108
556	1834	3105
557	1837	3102
558	1840	3098
559	1844	3095
560	1847	3091
561	1850	3088
562	1853	3085
563	1856	3081
564	1859	3077
565	1863	3074
566	1866	3070
567	1869	3067
568	1872	3064
569	1875	3060
570	1878	3056
571	1881	3053
572	1885	3050
573	1888	3046
574	1891	3043
575	1894	3039
576	1897	3035
577	1900	3032
578	1904	3028
579	1907	3025
580	1910	3021
581	1913	3017
582	1916	3014
583	1919	3011
584	1922	3007
585	1925	3003
586	1928	2999
587	1932	2996
588	1934	2992
589	1937	2988
590	1941	2985
591	1944	2981
592	1947	2978
593	1950	2974
594	1953	2971
595	1956	2967
596	1959	2963
597	1962	2960
598	1966	2957
599	1969	2954
600	1972	2950
601	1975	2947
602	1979	2944
603	1982	2941
604	1985	2937
605	1988	2934
606	1992	2931
607	1995	2927
608	1999	2925
609	2003	2922
610	2007	2920
611	2011	2918
612	2015	2916
613	2019	2913
614	2022	2910
615	2025	2906
616	2029	2903
617	2033	2901
618	2036	2898
619	2039	2894
620	2042	2891
621	2046	2889
622	2049	2885
623	2052	2881
624	2056	2879
625	2059	2875
626	2063	2872
627	2066	2869
628	2069	2866
629	2072	2862
630	2075	2858
631	2079	2855
632	2082	2851
633	2085	2848
634	2088	2845
635	2091	2841
636	2095	2838
637	2098	2835
638	2102	2832
639	2105	2829
640	2109	2826
641	2113	2824
642	2116	2820
643	2120	2817
644	2123	2815
645	2128	2813
646	2131	2809
647	2134	2806
648	2137	2803
649	2141	2800
650	2146	2798
651	2149	2795
652	2152	2792
653	2155	2788
654	2160	2786
655	2163	2783
656	2167	2780
657	2171	2778
658	2174	2775
659	2178	2772
660	2182	2770
661	2186	2767
662	2190	2764
663	2193	2762
664	2197	2758
665	2200	2755
666	2203	2752
667	2207	2750
668	2211	2747
669	2215	2744
670	2218	2740
671	2221	2737
672	2224	2733
673	2228	2730
674	2231	2727
675	2235	2724
676	2238	2721
677	2241	2717
678	2245	2715
679	2248	2711
680	2252	2708
681	2255	2705
682	2258	2701
683	2263	2700
684	2267	2698
685	2271	2695
686	2276	2693
687	2279	2690
688	2283	2687
689	2286	2684
690	2290	2681
691	2294	2678
692	2297	2675
693	2300	2672
694	2305	2670
695	2309	2667
696	2313	2665
697	2316	2661
698	2322	2661
699	2327	2659
700	2330	2656
701	2335	2654
702	2339	2652
703	2343	2649
704	2346	2646
705	2351	2644
706	2355	2641
707	2359	2639
708	2363	2636
709	2367	2634
710	2371	2631
711	2375	2629
712	2379	2626
713	2383	2623
714	2388	2621
715	2392	2619
716	2395	2616
717	2399	2613
718	2404	2611
719	2407	2608
720	2411	2605
721	2414	2601
722	2417	2598
723	2421	2595
724	2424	2592
725	2427	2588
726	2431	2585
727	2434	2581
728	2438	2578
729	2441	2575
730	2444	2571
731	2448	2569
732	2452	2565
733	2455	2562
734	2459	2559
735	2462	2556
736	2465	2552
737	2468	2549
738	2472	2545
739	2475	2542
740	2478	2538
741	2482	2535
742	2485	2532
743	2489	2529
744	2492	2525
745	2495	2522
746	2499	2519
747	2502	2516
748	2505	2512
749	2508	2508
750	2512	2505
751	2515	2501
752	2518	2498
753	2521	2495
754	2525	2491
755	2528	2488
756	2532	2485
757	2535	2481
758	2538	2478
759	2541	2475
760	2545	2471
761	2548	2468
762	2552	2465
763	2555	2461
764	2558	2458
765	2561	2454
766	2564	2450
767	2567	2447
768	2571	2444
769	2574	2440
770	2577	2437
771	2580	2433
772	2583	2430
773	2586	2426
774	2590	2423
775	2593	2419
776	2597	2416
777	2600	2413
778	2603	2409
779	2607	2406
780	2610	2402
781	2612	2399
782	2615	2395
783	2619	2392
784	2622	2388
785	2626	2385
786	2629	2382
787	2633	2379
788	2636	2375
789	2639	2372
790	2643	2369
791	2646	2365
792	2649	2362
793	2652	2358
794	2655	2355
795	2658	2351
796	2661	2347
797	2664	2344
798	2667	2340
799	2671	2337
800	2674	2333
801	2677	2329
802	2680	2326
803	2683	2322
804	2686	2319
805	2689	2315
806	2692	2312
807	2696	2309
808	2699	2305
809	2703	2302
810	2707	2299
811	2710	2296
812	2713	2292
813	2716	2289
814	2719	2285
815	2722	2282
816	2725	2278
817	2729	2275
818	2731	2271
819	2735	2268
820	2738	2265
821	2742	2261
822	2745	2258
823	2748	2255
824	2752	2251
825	2755	2248
826	2758	2245
827	2761	2241
828	2765	2238
829	2768	2234
830	2772	2231
831	2775	2228
832	2778	2225
833	2782	2221
834	2784	2217
835	2788	2214
836	2791	2211
837	2794	2207
838	2797	2204
839	2800	2200
840	2803	2197
841	2807	2193
842	2809	2189
843	2812	2186
844	2815	2182
845	2819	2179
846	2822	2175
847	2825	2172
848	2828	2169
849	2832	2166
850	2836	2162
851	2838	2159
852	2841	2155
853	2844	2151
854	2847	2148
855	2850	2144
856	2853	2141
857	2856	2137
858	2859	2134
859	2862	2130
860	2866	2127
861	2869	2123
862	2872	2120
863	2875	2116
864	2878	2113
865	2881	2109
866	2884	2106
867	2887	2102
868	2890	2098
869	2894	2095
870	2896	2092
871	2899	2088
872	2902	2084
873	2905	2081
874	2908	2077
875	2911	2074
876	2915	2071
877	2918	2067
878	2921	2063
879	2924	2060
880	2927	2056
881	2930	2053
882	2933	2049
883	2936	2046
884	2939	2042
885	2942	2039
886	2945	2035
887	2948	2031
888	2951	2028
889	2954	2024
890	2956	2021
891	2959	2017
892	2962	2013
893	2965	2010
894	2968	2006
895	2971	2002
896	2974	1999
897	2977	1995
898	2980	1992
899	2983	1988
900	2986	1985
901	2989	1981
902	2992	1978
903	2995	1974
904	2998	1971
905	3001	1967
906	3004	1964
907	3007	1960
908	3010	1957
909	3013	1953
910	3016	1950
911	3019	1946
912	3022	1943
913	3025	1939
914	3029	1936
915	3032	1933
916	3036	1930
917	3039	1927
918	3043	1924
919	3047	1921
920	3051	1918
921	3055	1915
922	3059	1912
923	3063	1909
924	3067	1906
925	3071	1903
926	3075	1901
927	3079	1897
928	3082	1894
929	3085	1890
930	3088	1887
931	3091	1883
932	3094	1880
933	3097	1877
934	3101	1873
935	3104	1870
936	3106	1866
937	3110	1863
938	3113	1860
939	3116	1856
940	3119	1853
941	3123	1849
942	3126	1846
943	3129	1843
944	3132	1839
945	3134	1835
946	3138	1832
947	3141	1829
948	3144	1825
949	3147	1822
950	3151	1819
951	3154	1815
952	3158	1812
953	3161	1809
954	3164	1806
955	3167	1802
956	3171	1799
957	3174	1796
958	3177	1792
959	3181	1789
960	3184	1786
961	3187	1782
962	3191	1779
963	3194	1776
964	3197	1772
965	3201	1769
966	3204	1766
967	3208	1763
968	3211	1759
969	3215	1756
970	3218	1753
971	3222	1750
972	3225	1746
973	3229	1743
974	3232	1740
975	3235	1737
976	3239	1733
977	3242	1730
978	3245	1727
979	3248	1723
980	3252	1720
981	3255	1717
982	3259	1714
983	3262	1710
984	3265	1707
985	3269	1704
986	3272	1700
987	3275	1697
988	3279	1694
989	3282	1691
990	3285	1687
991	3289	1684
992	3292	1680
993	3295	1677
994	3298	1674
995	3301	1670
996	3305	1667
997	3308	1664
998	3311	1660
999	3315	1657
1000	3319	1654
1001	3322	1651
1002	3326	1648
1003	3329	1644
1004	3332	1641
1005	3337	1638
1006	3340	1635
1007	3343	1632
1008	3346	1628
1009	3350	1625
1010	3353	1622
1011	3356	1618
1012	3361	1615
1013	3364	1612
1014	3367	1609
1015	3370	1605
1016	3374	1602
1017	3377	1598
1018	3380	1595
1019	3383	1592
1020	3387	1589
1021	3390	1585
1022	3393	1582
1023	3396	1578
1024	3399	1575
1025	3403	1572
1026	3406	1568
1027	3409	1565
1028	3412	1561
1029	3415	1558
1030	3419	1555
1031	3423	1552
1032	3427	1549
1033	3431	1546
1034	3434	1543
1035	3438	1540
1036	3442	1536
1037	3445	1533
1038	3450	1530
1039	3453	1527
1040	3457	1524
1041	3461	1521
1042	3465	1518
1043	3470	1515
1044	3473	1512
1045	3477	1509
1046	3481	1506
1047	3485	1503
1048	3489	1500
1049	3492	1496
1050	3496	1493
1051	3499	1490
1052	3503	1487
1053	3506	1483
1054	3510	1480
1055	3514	1477
1056	3518	1474
1057	3521	1471
1058	3525	1468
1059	3529	1464
1060	3533	1461
1061	3536	1458
1062	3540	1455
1063	3545	1452
1064	3548	1449
1065	3551	1445
1066	3554	1442
1067	3557	1438
1068	3561	1435
1069	3564	1432
1070	3567	1429
1071	3570	1425
1072	3573	1422
1073	3577	1418
1074	3580	1415
1075	3584	1412
1076	3587	1409
1077	3590	1405
1078	3593	1402
1079	3596	1398
1080	3599	1395
1081	3602	1391
1082	3606	1388
1083	3610	1385
1084	3613	1382
1085	3616	1378
1086	3619	1375
1087	3622	1371
1088	3626	1368
1089	3629	1365
1090	3632	1361
1091	3635	1358
1092	3638	1354
1093	3641	1351
1094	3645	1348
1095	3648	1344
1096	3651	1341
1097	3654	1337
1098	3657	1334
1099	3660	1331
1100	3674	1331
1101	3677	1328
1102	3680	1324
1103	3683	1321
1104	3685	1317
1105	3688	1314
1106	3691	1310
1107	3694	1307
1108	3697	1303
1109	3699	1299
1110	3703	1296
1111	3706	1293
1112	3709	1289
1113	3712	1286
1114	3715	1282
1115	3717	1279
1116	3721	1276
1117	3725	1272
1118	3728	1269
1119	3731	1265
1120	3733	1262
1121	3737	1259
1122	3740	1255
1123	3744	1252
1124	3747	1249
1125	3750	1245
1126	3754	1242
1127	3757	1239
1128	3760	1235
1129	3764	1232
1130	3768	1229
1131	3772	1226
1132	3776	1223
1133	3779	1219
1134	3783	1216
1135	3787	1213
1136	3790	1210
1137	3794	1207
1138	3798	1204
1139	3803	1200
1140	3807	1197
1141	3810	1194
1142	3814	1191
1143	3821	1189
1144	3825	1185
1145	3828	1182
1146	3832	1179
1147	3836	1176
1148	3840	1173
1149	3844	1170
1150	3847	1166
1151	3851	1163
1152	3855	1160
1153	3858	1156
1154	3862	1153
1155	3865	1150
1156	3869	1147
1157	3872	1143
1158	3875	1140
1159	3879	1136
1160	3882	1133
1161	3886	1130
1162	3889	1127
1163	3893	1123
1164	3897	1120
1165	3901	1117
1166	3904	1114
1167	3907	1110
1168	3910	1107
1169	3913	1103
1170	3917	1100
1171	3920	1097
1172	3923	1093
1173	3926	1090
1174	3930	1087
1175	3933	1083
1176	3937	1080
1177	3941	1077
1178	3944	1073
1179	3948	1070
1180	3951	1067
1181	3954	1063
1182	3957	1060
1183	3959	1056
1184	3963	1053
1185	3966	1050
1186	3970	1046
1187	3972	1043
1188	3975	1039
1189	3979	1036
1190	3982	1033
1191	3984	1029
1192	3987	1026
1193	3991	1022
1194	3994	1019
1195	3998	1016
1196	4001	1012
1197	4004	1009
1198	4007	1006
1199	4011	1002
1200	4015	999
1201	4018	996
1202	4021	992
1203	4024	989
1204	4028	986
1205	4031	982
1206	4034	979
1207	4036	975
1208	4039	972
1209	4043	969
1210	4047	965
1211	4050	962
1212	4053	959
1213	4056	955
1214	4060	952
1215	4063	949
1216	4067	945
1217	4070	942
1218	4074	939
1219	4077	935
1220	4081	932
1221	4084	929
1222	4087	925
1223	4091	922
1224	4094	919
1225	4098	916
1226	4101	912
1227	4105	909
1228	4109	906
1229	4112	902
1230	4116	899
1231	4119	896
1232	4123	892
1233	4126	889
1234	4130	886
1235	4133	882
1236	4137	879
1237	4141	876
1238	4144	872
1239	4147	869
1240	4150	866
1241	4153	862
1242	4157	859
1243	4160	856
1244	4163	852
1245	4166	849
1246	4169	845
1247	4173	842
1248	4176	839
1249	4179	835
1250	4182	832
1251	4185	829
1252	4188	825
1253	4191	822
1254	4195	818
1255	4198	815
1256	4201	812
1257	4205	809
1258	4209	805
1259	4213	802
1260	4216	799
1261	4221	796
1262	4224	792
1263	4227	789
1264	4231	786
1265	4234	782
1266	4238	779
1267	4241	776
1268	4245	772
1269	4248	769
1270	4252	766
1271	4255	762
1272	4258	759
1273	4261	755
1274	4264	752
1275	4267	749
1276	4270	745
1277	4273	742
1278	4276	738
1279	4279	735
1280	4283	732
1281	4286	728
1282	4289	725
1283	4292	722
1284	4295	718
1285	4298	715
1286	4301	711
1287	4304	708
1288	4307	705
1289	4310	701
1290	4313	698
1291	4317	695
1292	4320	691
1293	4323	688
1294	4326	684
1295	4329	681
1296	4332	678
1297	4336	674
1298	4339	671
1299	4342	668
1300	4345	664
1301	4348	661
1302	4351	657
1303	4354	654
1304	4357	651
1305	4361	647
1306	4364	644
1307	4367	641
1308	4370	637
1309	4374	634
1310	4377	631
1311	4380	627
1312	4383	624
1313	4386	620
1314	4389	617
1315	4392	614
1316	4396	610
1317	4399	607
1318	4402	604
1319	4405	600
1320	4408	597
1321	4412	594
1322	4416	590
1323	4420	587
1324	4423	584
1325	4426	580
1326	4430	577
1327	4434	574
1328	4437	571
1329	4441	567
1330	4444	564
1331	4448	561
1332	4451	557
1333	4454	554
1334	4458	551
1335	4462	547
1336	4465	544
1337	4469	541
1338	4473	537
1339	4478	534
1340	4482	531
1341	4487	528
1342	4492	525
1343	4496	521
1344	4501	518
1345	4505	515
1346	4511	512
1347	4515	509
1348	4520	506
1349	4525	502
1350	4529	499
1351	4535	496
1352	4539	493
1353	4544	490
1354	4549	486
1355	4553	483
1356	4557	480
1357	4562	477
1358	4566	473
1359	4571	470
1360	4576	467
1361	4580	464
1362	4583	460
1363	4587	457
1364	4590	454
1365	4593	450
1366	4597	447
1367	4600	443
1368	4603	440
1369	4606	437
1370	4610	433
1371	4614	430
1372	4617	427
1373	4620	423
1374	4625	420
1375	4630	417
1376	4634	414
1377	4640	410
1378	4645	407
1379	4650	404
1380	4657	401
1381	4663	398
1382	4669	395
1383	4675	391
1384	4680	388
1385	4684	385
1386	4689	382
1387	4693	378
1388	4697	375
1389	4701	372
1390	4706	368
1391	4710	365
1392	4713	362
1393	4717	358
1394	4720	355
1395	4724	351
1396	4728	348
1397	4731	345
1398	4734	341
1399	4738	338
1400	4742	335
1401	4746	331
1402	4750	328
1403	4754	325
1404	4758	321
1405	4762	318
1406	4765	315
1407	4770	311
1408	4774	308
1409	4777	304
1410	4781	301
1411	4785	298
1412	4788	294
1413	4792	291
1414	4795	288
1415	4798	284
1416	4802	281
1417	4805	277
1418	4808	274
1419	4811	271
1420	4814	267
1421	4818	264
1422	4821	260
1423	4824	257
1424	4827	254
1425	4830	250
1426	4833	247
1427	4836	243
1428	4839	240
1429	4843	237
1430	4846	233
1431	4849	230
1432	4852	226
1433	4856	223
1434	4859	220
1435	4862	216
1436	4865	213
1437	4869	209
1438	4871	206
1439	4875	203
1440	4877	199
1441	4882	196
1442	4885	192
1443	4888	189
1444	4891	186
1445	4893	182
1446	4897	179
1447	4899	175
1448	4903	172
1449	4906	169
1450	4909	165
1451	4911	162
1452	4914	158
1453	4917	155
1454	4921	152
1455	4923	148
1456	4926	145
1457	4930	142
1458	4933	138
1459	4936	135
1460	4939	131
1461	4941	128
1462	4945	125
1463	4948	121
1464	4951	118
1465	4954	114
1466	4957	111
1467	4961	108
1468	4964	104
1469	4967	101
1470	4970	97
1471	4973	94
1472	4977	91
1473	4980	87
1474	4983	84
1475	4986	81
1476	4989	77
1477	4992	74
1478	4995	70
1479	4998	67
1480	5002	64
1481	5005	60
1482	5008	57
1483	5012	54
1484	5015	50
1485	5017	47
1486	5021	43
1487	5024	40
1488	5027	37
1489	5030	33
1490	5033	30
1491	5036	27
1492	5039	23
1493	5042	20
1494	5045	16
1495	5048	13
1496	5051	10
1497	5054	6
1498	5057	3
1499	5061	0
