iter	Logloss
144	0.3025931825
145	0.3013914268
146	0.3003229749
147	0.2991970065
148	0.2979498857
149	0.2967964941
150	0.2959110026
151	0.2946308157
152	0.2932120524
153	0.2926518673
154	0.2913921351
155	0.290754499
156	0.2896436371
157	0.2888897545
158	0.2877354665
159	0.2867696622
160	0.2858250543
161	0.2845208788
162	0.2837065066
163	0.2828853628
164	0.2817197002
165	0.2812527615
166	0.2800983297
167	0.2792381784
168	0.2781720125
169	0.2772795331
170	0.2766931261
171	0.2756704119
172	0.2746855773
173	0.2738904304
174	0.2728607975
175	0.2721614027
176	0.2711972572
177	0.2706018791
178	0.2694865925
179	0.2683022683
180	0.2674540223
181	0.2666227658
182	0.26601239
183	0.2650217994
184	0.2641266125
185	0.2632540647
186	0.262718599
187	0.2620323701
188	0.2609951158
189	0.2604097115
190	0.2595598596
191	0.2588477838
192	0.2577810535
193	0.2567924514
194	0.2557513468
195	0.2549082603
196	0.2541948372
197	0.2534108043
198	0.2527420246
199	0.2519024466
200	0.2511454296
201	0.2502640536
202	0.2497022725
203	0.248822203
204	0.2479492176
205	0.247257372
206	0.2463932104
207	0.2456183441
208	0.2447888386
209	0.2440292546
210	0.243256307
211	0.2427828037
212	0.2420108915
213	0.241555725
214	0.2406437305
215	0.2400458134
216	0.2394901898
217	0.2390446048
218	0.2383256492
219	0.237609891
220	0.236836479
221	0.2363299448
222	0.235689017
223	0.2350730666
224	0.2347622363
225	0.2340221846
226	0.2332025661
227	0.232572617
228	0.2317741731
229	0.2311227483
230	0.2303841711
231	0.2300133224
232	0.2294533593
233	0.2286150953
234	0.2282102747
235	0.2274867048
236	0.2268884989
237	0.2263326459
238	0.2255230641
239	0.2250074412
240	0.2243306861
241	0.2236989056
242	0.2231835091
243	0.2226034638
244	0.2220460052
245	0.2215339754
246	0.2207820718
247	0.220065068
248	0.2196022306
249	0.2191391736
250	0.2184295124
251	0.2177816405
252	0.2170891138
253	0.2164788635
254	0.2157607522
255	0.2150726819
256	0.2145765528
257	0.2140461852
258	0.2135806748
259	0.2128284531
260	0.2123182601
261	0.2116305267
262	0.2109983713
263	0.2104091282
264	0.2099922646
265	0.2094373493
266	0.2087015512
267	0.2080281727
268	0.2077339927
269	0.2071691809
270	0.2064549485
271	0.205983748
272	0.2053520544
273	0.2048012396
274	0.2041326984
275	0.2036400203
276	0.2031507874
277	0.2027033723
278	0.202161934
279	0.201674946
280	0.2011408406
281	0.2006179038
282	0.1999323596
283	0.1995032384
284	0.1992784957
285	0.1988466195
286	0.1982969807
287	0.19778851
288	0.1973542937
289	0.1969448954
290	0.1963753528
291	0.1959070043
292	0.1955291539
293	0.1950779091
294	0.1944064759
295	0.1938467163
296	0.1931506157
297	0.1925268036
298	0.1919674819
299	0.191569288
300	0.1910879977
301	0.1907178867
302	0.1902198189
303	0.1896474311
304	0.1890507775
305	0.1885244816
306	0.1882214425
307	0.1878145734
308	0.187233355
309	0.1868049601
310	0.1865695044
311	0.1861206119
312	0.1857480381
313	0.1853012065
314	0.1848657091
315	0.1842666229
316	0.1836442403
317	0.1833117529
318	0.1830975367
319	0.1827557138
320	0.1823153186
321	0.1818331198
322	0.1812286936
323	0.1809560375
324	0.1804706642
325	0.1800351487
326	0.1797194157
327	0.1792145962
328	0.1787681988
329	0.1785022983
330	0.1780460749
331	0.1775848278
332	0.1768957346
333	0.1762972996
334	0.1758365425
335	0.1753563103
336	0.1748692997
337	0.1744692364
338	0.1741080186
339	0.1735848684
340	0.173171166
341	0.1728531352
342	0.1723358924
343	0.1717571774
344	0.1712821244
345	0.1709807057
346	0.1705191533
347	0.1700684874
348	0.1695466897
349	0.1692329766
350	0.1688703197
351	0.1682791583
352	0.1678086481
353	0.1674180579
354	0.1669371222
355	0.1663236522
356	0.1661252373
357	0.1656205985
358	0.165131127
359	0.1646740306
360	0.1642756538
361	0.16399914
362	0.163527389
363	0.1632076368
364	0.1627981665
365	0.1625278759
366	0.1622097773
367	0.1617023431
368	0.16121828
369	0.1608555351
370	0.1602804344
371	0.1598347854
372	0.1595629181
373	0.1590938944
374	0.1586291175
375	0.1583305069
376	0.1579700397
377	0.1576984234
378	0.1572902503
379	0.157133743
380	0.1566279414
381	0.1563334588
382	0.1560763927
383	0.1554069752
384	0.1549670488
385	0.1545428615
386	0.1541124405
387	0.15370454
388	0.1534244707
389	0.1530262058
390	0.1526159967
391	0.1521907567
392	0.1517643831
393	0.15146629
394	0.1510579515
395	0.1506486872
396	0.1501029194
397	0.1497709114
398	0.1493498089
399	0.1490059698
400	0.1487453534
401	0.1483284506
402	0.1480080492
403	0.1477924381
404	0.1476346527
405	0.1472673711
406	0.1469463294
407	0.1467132465
408	0.1464596826
409	0.1461594924
410	0.1459345552
411	0.1457724555
412	0.1453412471
413	0.1450383461
414	0.1447815446
415	0.144456661
416	0.1442125475
417	0.1440415182
418	0.1436190142
419	0.1432886125
420	0.14294838
421	0.1427822538
422	0.1424908173
423	0.1421020026
424	0.1418060075
425	0.14150288
426	0.1412488808
427	0.1409556299
428	0.140719659
429	0.1403579281
430	0.1401058991
431	0.1398464061
432	0.1394156433
433	0.1392183364
434	0.1388258485
435	0.1384856791
436	0.1381766762
437	0.1377656789
438	0.1374798977
439	0.1370986201
440	0.1368343327
441	0.1365611562
442	0.1362328618
443	0.1358202244
444	0.1353922153
445	0.1351546899
446	0.1348600029
447	0.1344999259
448	0.134224419
449	0.1339446545
450	0.1338158267
451	0.1335224624
452	0.1333016977
453	0.1330146851
454	0.1327785572
455	0.1325065292
456	0.1321857102
457	0.1318249317
458	0.1316355228
459	0.1313408007
460	0.1309540811
461	0.1306887715
462	0.1304152567
463	0.1301144707
464	0.1298358323
465	0.1296752659
466	0.1292344236
467	0.1289747176
468	0.1285499434
469	0.1282111117
470	0.1280036676
471	0.1276949762
472	0.1275443817
473	0.1272987359
474	0.1267870194
475	0.126590299
476	0.1264052346
477	0.1262220739
478	0.1259350885
479	0.1256288127
480	0.1254767456
481	0.1251145759
482	0.1248814504
483	0.124678164
484	0.1245094804
485	0.1242998265
486	0.1240545665
487	0.1236513685
488	0.1233137643
489	0.1230493854
490	0.122713202
491	0.1224777458
492	0.1222697771
493	0.1220390793
494	0.1217855125
495	0.1215611846
496	0.1213221467
497	0.1210964392
498	0.1206870204
499	0.1205430074
500	0.1203188505
501	0.1201286102
502	0.1200173614
503	0.1197420427
504	0.1194960409
505	0.1192578227
506	0.1189631381
507	0.1187771633
508	0.1183769348
509	0.1181661435
510	0.1178903292
511	0.1177305099
512	0.117428151
513	0.1173486174
514	0.1170841953
515	0.1169611425
516	0.1167458817
517	0.1164652165
518	0.1163218266
519	0.1160305143
520	0.1157887242
521	0.115490591
522	0.1152785421
523	0.1150738737
524	0.114919309
525	0.1146137635
526	0.114333647
527	0.1139401767
528	0.1137215715
529	0.1133487481
530	0.1130796022
531	0.1128769547
532	0.1125992285
533	0.1123514519
534	0.1121291156
535	0.1118652998
536	0.1115939874
537	0.1114438589
538	0.111176693
539	0.1108584444
540	0.1105734499
541	0.1104345177
542	0.1102245758
543	0.1100635065
544	0.1098501324
545	0.1097291514
546	0.1096131212
547	0.1093639383
548	0.109153626
549	0.1090552101
550	0.1087962387
551	0.1086859316
552	0.1083056645
553	0.1080270313
554	0.1077044853
555	0.107417412
556	0.1071682537
557	0.1068770708
558	0.1065914891
559	0.1062949948
560	0.1060714628
561	0.1057430381
562	0.105430772
563	0.1051479851
564	0.1050438827
565	0.1046920648
566	0.104491101
567	0.1042221891
568	0.1038648406
569	0.1037096351
570	0.1033023717
571	0.1031324527
572	0.1029314181
573	0.1026846313
574	0.1024458492
575	0.1022480815
576	0.1020150684
577	0.1018687941
578	0.1016967655
579	0.1014182108
580	0.1012784201
581	0.1010086507
582	0.1007887181
583	0.1005744391
584	0.1003779055
585	0.1002131174
586	0.1000175577
587	0.09976135038
588	0.0995319179
589	0.09928651645
590	0.09904336748
591	0.09887926025
592	0.0987559689
593	0.0985154979
594	0.09826186937
595	0.0980737752
596	0.0978854285
597	0.09767286477
598	0.09752123309
599	0.09731751509
600	0.09710059651
601	0.09696986932
602	0.09683431117
603	0.09659022084
604	0.09639471109
605	0.09624531056
606	0.09600910793
607	0.09587552189
608	0.09566622258
609	0.09546861735
610	0.09512121942
611	0.0948963386
612	0.09470001519
613	0.09448145518
614	0.09426557674
615	0.0940285941
616	0.09381231335
617	0.09370785056
618	0.09353676407
619	0.09326471508
620	0.09312807663
621	0.09292614261
622	0.0927394435
623	0.09262388465
624	0.09243794964
625	0.09219534372
626	0.09193328805
627	0.09179527481
628	0.09158582029
629	0.0913081625
630	0.091027101
631	0.09076242852
632	0.09062314576
633	0.09042270484
634	0.09014893302
635	0.09003391396
636	0.08986187886
637	0.08965113492
638	0.08937910475
639	0.08922574191
640	0.0890313841
641	0.08878035647
642	0.08855687758
643	0.08831739426
644	0.08807206045
645	0.08791088551
646	0.08772097227
647	0.08748962051
648	0.08730897846
649	0.08720643929
650	0.0870658342
651	0.08686598588
652	0.08674335009
653	0.08669571775
654	0.08657572049
655	0.08634384413
656	0.08610749136
657	0.08605632073
658	0.08587871734
659	0.08578007753
660	0.08554118031
661	0.0852742007
662	0.08506026579
663	0.08492595147
664	0.08483735636
665	0.08466046895
666	0.08452602619
667	0.08425563927
668	0.0840519654
669	0.08387229186
670	0.08365677449
671	0.08351537129
672	0.08333925557
673	0.08308929413
674	0.08292284034
675	0.08265256375
676	0.08235310568
677	0.08209224391
678	0.08196623589
679	0.08184801754
680	0.08175668333
681	0.08159187205
682	0.08146197915
683	0.08135372482
684	0.08116181269
685	0.08096485796
686	0.08072564526
687	0.08058135716
688	0.08043215344
689	0.08023009206
690	0.08003824759
691	0.07984770086
692	0.07964658448
693	0.07950041001
694	0.07935568451
695	0.07921905727
696	0.07904338222
697	0.07891248101
698	0.07868558865
699	0.07850787708
700	0.0782896311
701	0.07817246122
702	0.07801485858
703	0.0779205993
704	0.07778539896
705	0.07763029339
706	0.07743183072
707	0.07717845509
708	0.07700450033
709	0.07690617058
710	0.07676556367
711	0.07667764221
712	0.07645351861
713	0.07636617782
714	0.0762324543
715	0.07600814764
716	0.07577920503
717	0.07563988283
718	0.07546892296
719	0.07529716282
720	0.07520267598
721	0.07495696483
722	0.07475568022
723	0.07458368853
724	0.07440362678
725	0.07422632368
726	0.07408386659
727	0.0739527067
728	0.07377211711
729	0.07363962621
730	0.07348388497
731	0.07323969188
732	0.07313482461
733	0.07292784943
734	0.07280415541
735	0.07260626292
736	0.07244080296
737	0.07235087502
738	0.07219401006
739	0.07206345039
740	0.07191332193
741	0.07180100797
742	0.07163765651
743	0.07141310203
744	0.07124601872
745	0.07106918015
746	0.07095089017
747	0.07079082375
748	0.07062547087
749	0.0704884587
750	0.07028527542
751	0.07007945615
752	0.06994096245
753	0.06981232785
754	0.06969387144
755	0.06959642083
756	0.06941861593
757	0.06925045377
758	0.06914996884
759	0.06901240602
760	0.06888544758
761	0.06869935121
762	0.06859791478
763	0.06835969554
764	0.06824845501
765	0.06815559151
766	0.06803784168
767	0.06788748385
768	0.06775647447
769	0.06763413137
770	0.06749298251
771	0.06744277495
772	0.06727870426
773	0.06713166005
774	0.0670079143
775	0.06685087713
776	0.06669594485
777	0.06656361277
778	0.06643301438
779	0.06635963247
780	0.0662185216
781	0.0660838104
782	0.06597058762
783	0.06581133704
784	0.06573776663
785	0.06566725117
786	0.06550859645
787	0.06538905938
788	0.06525768206
789	0.06511631649
790	0.06497876452
791	0.06491169872
792	0.064729175
793	0.0645448011
794	0.06442452092
795	0.0642468137
796	0.06412763914
797	0.0640601135
798	0.06389645488
799	0.06375913446
800	0.06358006511
801	0.06352705261
802	0.06340832052
803	0.06325116758
804	0.0631586941
805	0.06305887232
806	0.06294819581
807	0.06280399744
808	0.06263292469
809	0.06256905637
810	0.0624003215
811	0.06226093201
812	0.0621284762
813	0.06194620538
814	0.06180332391
815	0.06165364335
816	0.06158306421
817	0.06150599857
818	0.06136730589
819	0.06122682887
820	0.06104594623
821	0.06099609359
822	0.06091482325
823	0.06082278101
824	0.06065564054
825	0.06055070815
826	0.06038673478
827	0.06025672827
828	0.06014176855
829	0.06004859826
830	0.05993106658
831	0.05980615732
832	0.05968826168
833	0.05953188406
834	0.05945237779
835	0.05930438606
836	0.05917753906
837	0.0590791478
838	0.05901337321
839	0.05887657015
840	0.05872148339
841	0.05860814773
842	0.05851166563
843	0.05841020966
844	0.05829189073
845	0.05823393874
846	0.05813456341
847	0.05801642393
848	0.05792359915
849	0.05779280793
850	0.05771037154
851	0.05763008779
852	0.05752170574
853	0.05744213327
854	0.05734899048
855	0.05724211455
856	0.0571220822
857	0.05705454317
858	0.05693324962
859	0.05684349642
860	0.05672705553
861	0.05662271937
862	0.05650882475
863	0.05637515297
864	0.05622184367
865	0.05611063497
866	0.05596120405
867	0.05592233748
868	0.05578649388
869	0.05563172657
870	0.05555325249
871	0.05539890667
872	0.05530135187
873	0.05520577279
874	0.05518912763
875	0.05507960377
876	0.05497190949
877	0.05489944362
878	0.05480433125
879	0.05470992401
880	0.05461210763
881	0.05452348792
882	0.05448069739
883	0.05441757073
884	0.05426932467
885	0.0541988935
886	0.05414273815
887	0.05403069263
888	0.05392578014
889	0.05383140943
890	0.05366345602
891	0.05359633812
892	0.05349666432
893	0.0533913658
894	0.05327225817
895	0.0531960572
896	0.05305052563
897	0.05297564483
898	0.05287487228
899	0.05281216132
900	0.05268641669
901	0.05258293941
902	0.05248265165
903	0.05242269318
904	0.05233528401
905	0.05224077908
906	0.05214030898
907	0.05207579378
908	0.05194732416
909	0.05184814818
910	0.0517384485
911	0.05166817399
912	0.05154702226
913	0.05147922925
914	0.05142120418
915	0.05131826886
916	0.05118421322
917	0.05107486375
918	0.05098446874
919	0.05090916754
920	0.05080236578
921	0.05071853144
922	0.05061349015
923	0.05051921713
924	0.05041512481
925	0.05033938512
926	0.05023311049
927	0.05009568407
928	0.05000179129
929	0.04991128412
930	0.04980538539
931	0.04974052251
932	0.04961071644
933	0.04955290409
934	0.0494767697
935	0.04941909121
936	0.04933810994
937	0.04922727605
938	0.04913999387
939	0.04903410129
940	0.04895301545
941	0.04886898249
942	0.04878711592
943	0.04868590416
944	0.04858788663
945	0.0485217763
946	0.04843655088
947	0.04834224964
948	0.04825460712
949	0.04815294276
950	0.04808940475
951	0.04802240587
952	0.04796614452
953	0.04791668442
954	0.04784283761
955	0.0477424131
956	0.0476499331
957	0.04758397979
958	0.04751769255
959	0.04741239765
960	0.04730999705
961	0.04728327463
962	0.04719704851
963	0.0470715318
964	0.04695975509
965	0.04690153356
966	0.04683645144
967	0.04677906601
968	0.04667431306
969	0.04655552598
970	0.04652319946
971	0.0464781691
972	0.04640199056
973	0.04635301635
974	0.04627152423
975	0.04618421455
976	0.04610834426
977	0.04602272268
978	0.04594260065
979	0.04586964746
980	0.04578029114
981	0.04572264233
982	0.04564816999
983	0.04560142728
984	0.04549075548
985	0.04544512961
986	0.0453705983
987	0.04530285414
988	0.04519614862
989	0.04509265
990	0.04501765885
991	0.04497366393
992	0.0449326733
993	0.04485584391
994	0.04473809118
995	0.04464976958
996	0.04455570531
997	0.04450202314
998	0.04441997929
999	0.04433432443
1000	0.04425279396
1001	0.04416789524
1002	0.04408834664
1003	0.04400012164
1004	0.0439142895
1005	0.04386192714
1006	0.04376847791
1007	0.04369057799
1008	0.04362941729
1009	0.0435605751
1010	0.04351170363
1011	0.0434535617
1012	0.04335802495
1013	0.04328379067
1014	0.04320348847
1015	0.04311289049
1016	0.0430390918
1017	0.0429678202
1018	0.04292495551
1019	0.04288723834
1020	0.04280535404
1021	0.04275540625
1022	0.04270404387
1023	0.04266410677
1024	0.04262240631
1025	0.04254287183
1026	0.04248638254
1027	0.0424499519
1028	0.04235123647
1029	0.04227030295
1030	0.04221042118
1031	0.0421247182
1032	0.04206459909
1033	0.04199846815
1034	0.04194320279
1035	0.04185948278
1036	0.04180650031
1037	0.04173050882
1038	0.04167160532
1039	0.04159952151
1040	0.04149847219
1041	0.04143319361
1042	0.04136370853
1043	0.041291942
1044	0.041208612
1045	0.04117069693
1046	0.04109425357
1047	0.04102182642
1048	0.040963814
1049	0.04089634589
1050	0.040807563
1051	0.04077289499
1052	0.04070146854
1053	0.0405961664
1054	0.04054277475
1055	0.04048670442
1056	0.04041170604
1057	0.04035998946
1058	0.04027519566
1059	0.04018372867
1060	0.04012194823
1061	0.0400128039
1062	0.03994644683
1063	0.03989678196
1064	0.03985168937
1065	0.03979314911
1066	0.03974968674
1067	0.03969394057
1068	0.03961574434
1069	0.03955456737
1070	0.03953325586
1071	0.03947589575
1072	0.03940644575
1073	0.03933206314
1074	0.03925119329
1075	0.03919137519
1076	0.03909854136
1077	0.03902825817
1078	0.03897335786
1079	0.03890615023
1080	0.03884061443
1081	0.03878647785
1082	0.03872352052
1083	0.03866170788
1084	0.03859307806
1085	0.03854307021
1086	0.03845354675
1087	0.03840400959
1088	0.03831967815
1089	0.03822764533
1090	0.03815893736
1091	0.0381103054
1092	0.03805904251
1093	0.03798946155
1094	0.0379149675
1095	0.03786941255
1096	0.03783335671
1097	0.03777406031
1098	0.03772237883
1099	0.03766811093
1100	0.03761695947
1101	0.03756931591
1102	0.03749613335
1103	0.03743436015
1104	0.03738396953
1105	0.03729347177
1106	0.03723485662
1107	0.03716334877
1108	0.0370730272
1109	0.0370184525
1110	0.03696099037
1111	0.03689707827
1112	0.03684139179
1113	0.03678559642
1114	0.03675143455
1115	0.03670834663
1116	0.03666580139
1117	0.03659522443
1118	0.03654130095
1119	0.03646839805
1120	0.03642272732
1121	0.03637839449
1122	0.03630623108
1123	0.03622641838
1124	0.03617693549
1125	0.03609658554
1126	0.03601851123
1127	0.0359591356
1128	0.03590707461
1129	0.03587103794
1130	0.03579900514
1131	0.0357743413
1132	0.03573279895
1133	0.03569363716
1134	0.03560325336
1135	0.0355607888
1136	0.03549701636
1137	0.03544139754
1138	0.03538983291
1139	0.03533779182
1140	0.03528953937
1141	0.03527054005
1142	0.03521436806
1143	0.03516146373
1144	0.03509820647
1145	0.03504310826
1146	0.03500610599
1147	0.03494775567
1148	0.03490542389
1149	0.03486987926
1150	0.03480622294
1151	0.03470946552
1152	0.03467317091
1153	0.0346073113
1154	0.03456377296
1155	0.03450857055
1156	0.03444248157
1157	0.03437088545
1158	0.034331266
1159	0.03427664174
1160	0.03421466593
1161	0.03418227863
1162	0.0341124947
1163	0.03405695222
1164	0.03400834739
1165	0.03396131381
1166	0.03392765374
1167	0.03387685321
1168	0.03380658232
1169	0.03373303978
1170	0.03368905426
1171	0.03362788814
1172	0.03357540892
1173	0.03350629358
1174	0.03346041808
1175	0.03340209525
1176	0.03334504266
1177	0.03329472115
1178	0.03323428367
1179	0.0331670916
1180	0.03311062329
1181	0.03305207362
1182	0.03301419293
1183	0.03295677457
1184	0.03292371036
1185	0.03287380997
1186	0.03281889917
1187	0.03277552399
1188	0.03274002025
1189	0.03271068897
1190	0.03265283574
1191	0.03259420684
1192	0.03253584639
1193	0.03249046944
1194	0.03246045728
1195	0.03241198595
1196	0.03237383319
1197	0.03232547365
1198	0.03225005559
1199	0.03220979433
1200	0.03216434466
1201	0.03213037055
1202	0.03210350197
1203	0.03205378501
1204	0.03200409373
1205	0.03194668875
1206	0.03191520014
1207	0.03188463589
1208	0.03185259916
1209	0.03179163093
1210	0.03174944568
1211	0.03170443015
1212	0.03167048318
1213	0.03163300588
1214	0.03159393418
1215	0.03156534276
1216	0.03151059657
1217	0.03146861681
1218	0.0314275332
1219	0.03138220618
1220	0.03135154678
1221	0.03129300145
1222	0.03124443208
1223	0.03119024521
1224	0.03114018346
1225	0.03110511603
1226	0.03105381262
1227	0.03102268688
1228	0.0309705604
1229	0.03092592837
1230	0.03089964951
1231	0.03086526513
1232	0.03081890014
1233	0.03076995414
1234	0.03074539522
1235	0.03070513829
1236	0.03065969079
1237	0.03061785466
1238	0.03058144211
1239	0.03055933575
1240	0.030521963
1241	0.0304885768
1242	0.03047113896
1243	0.03040884768
1244	0.03034699162
1245	0.03028654546
1246	0.03024217681
1247	0.03017609145
1248	0.03014792151
1249	0.03010240021
1250	0.03006077536
1251	0.03001495522
1252	0.02998542786
1253	0.02993716926
1254	0.02991075038
1255	0.02988072701
1256	0.02985637032
1257	0.02982870653
1258	0.02977905143
1259	0.02972255817
1260	0.0296772988
1261	0.02962934012
1262	0.02960500334
1263	0.02955077451
1264	0.02950466819
1265	0.02947539227
1266	0.02941404091
1267	0.02938489596
1268	0.02934339159
1269	0.02930540778
1270	0.02925939191
1271	0.02920628716
1272	0.02917195669
1273	0.02915170775
1274	0.0291196457
1275	0.02908525952
1276	0.02903962678
1277	0.02897837238
1278	0.02892948499
1279	0.02888399191
1280	0.02884347522
1281	0.02879247969
1282	0.02877680123
1283	0.02873200169
1284	0.02867662454
1285	0.02864738336
1286	0.02863016476
1287	0.02858818247
1288	0.02854713287
1289	0.0285257566
1290	0.0284914652
1291	0.02844660995
1292	0.0284103251
1293	0.02837639622
1294	0.02833622685
1295	0.02831808388
1296	0.02827548402
1297	0.02823322532
1298	0.02818223305
1299	0.02815663833
1300	0.02811633546
1301	0.02807517732
1302	0.0280232415
1303	0.02798515061
1304	0.02794599171
1305	0.0279040409
1306	0.02786873794
1307	0.02782797886
1308	0.02777206735
1309	0.02773101594
1310	0.02769084259
1311	0.02763312286
1312	0.02760150436
1313	0.02758034082
1314	0.02756034514
1315	0.02751939177
1316	0.02749084341
1317	0.02746720849
1318	0.02743365732
1319	0.02738095053
1320	0.02734698077
1321	0.02731089708
1322	0.02728423906
1323	0.02723443382
1324	0.02721522032
1325	0.0271862881
1326	0.02714678188
1327	0.02710148163
1328	0.02704907079
1329	0.02700232989
1330	0.02696578564
1331	0.02691518085
1332	0.02688612489
1333	0.02686532495
1334	0.02683163449
1335	0.02679596215
1336	0.02676347174
1337	0.02671076712
1338	0.02667022222
1339	0.02663803679
1340	0.02659402559
1341	0.02657679072
1342	0.02653599292
1343	0.02651225453
1344	0.02644762175
1345	0.02641387377
1346	0.02638228385
1347	0.02636892734
1348	0.02633628245
1349	0.02629675706
1350	0.0262611531
1351	0.02620554007
1352	0.02616804467
1353	0.02614860759
1354	0.02610053965
1355	0.02606827211
1356	0.02603839923
1357	0.02599407111
1358	0.02593932239
1359	0.02590435915
1360	0.02588306971
1361	0.02584176179
1362	0.02580989257
1363	0.0257805244
1364	0.0257587621
1365	0.0257223177
1366	0.0256918439
1367	0.02566947344
1368	0.02563493784
1369	0.02561215023
1370	0.0255805614
1371	0.02554583405
1372	0.02551233063
1373	0.02547112799
1374	0.02542770687
1375	0.0253982515
1376	0.02537617806
1377	0.02533567947
1378	0.02531636177
1379	0.02527509727
1380	0.02524181816
1381	0.02520381663
1382	0.0251746496
1383	0.02513780181
1384	0.02509223854
1385	0.02507418277
1386	0.02502924683
1387	0.02499830922
1388	0.02498160291
1389	0.02496389518
1390	0.02493128176
1391	0.02490277862
1392	0.02488493087
1393	0.02486410127
1394	0.02482703459
1395	0.0247843081
1396	0.02475579121
1397	0.02472528377
1398	0.02469973861
1399	0.02468326059
1400	0.0246469468
1401	0.02461167424
1402	0.02458577959
1403	0.02453836939
1404	0.02449390812
1405	0.02447719929
1406	0.02444247519
1407	0.02440990772
1408	0.02438054027
1409	0.02434724488
1410	0.02430224744
1411	0.02426764021
1412	0.02424196662
1413	0.0242100576
1414	0.02418190937
1415	0.02413871002
1416	0.02412482856
1417	0.02410231447
1418	0.02407299079
1419	0.02404137048
1420	0.02402031042
1421	0.02397742221
1422	0.02394937926
1423	0.02392720959
1424	0.02387540981
1425	0.02383764633
1426	0.02379433989
1427	0.02376172105
1428	0.02374627051
1429	0.0237199059
1430	0.02367693991
1431	0.02364853626
1432	0.02362499107
1433	0.02360230549
1434	0.02356455576
1435	0.02351713108
1436	0.02350210275
1437	0.02346682404
1438	0.02343717982
1439	0.02342340183
1440	0.0233895974
1441	0.02334823051
1442	0.02331489677
1443	0.02328561615
1444	0.02324741382
1445	0.02322488309
1446	0.02319990811
1447	0.02316031941
1448	0.02313509371
1449	0.02311033399
1450	0.02309425467
1451	0.02306648849
1452	0.02304187277
1453	0.02301526106
1454	0.02298316608
1455	0.02294954472
1456	0.02291480652
1457	0.02288472381
1458	0.02286671362
1459	0.02285226524
1460	0.02282085766
1461	0.02278442195
1462	0.0227610041
1463	0.02274412089
1464	0.02270882191
1465	0.02268587729
1466	0.02266743512
1467	0.02264276477
1468	0.02263353301
1469	0.02261964251
1470	0.02257783641
1471	0.02254653013
1472	0.02251847923
1473	0.02248979519
1474	0.02247432114
1475	0.02244996301
1476	0.02243428599
1477	0.02241217457
1478	0.02237482245
1479	0.02233624024
1480	0.02230781344
1481	0.02229302027
1482	0.02227059264
1483	0.02223953455
1484	0.02221346589
1485	0.0221990573
1486	0.02217707106
1487	0.02214833818
1488	0.02210633635
1489	0.02207678367
1490	0.022049007
1491	0.0220345445
1492	0.02200689663
1493	0.02199059625
1494	0.021969483
1495	0.0219528903
1496	0.02192568236
1497	0.02189844946
1498	0.02186965761
1499	0.02184692464
